id	kind	family	registered_key	genre	page	reference_only	svg_only	reference_only_chars	svg_only_chars	glyph_risk_count	owner_shift	sequence	visible_excess	related_issue	title
excess-manual-note-01	excess	manual	manual	장문 편람	1	0	1	-	U+F02FB:\U000f02fb×1	1	-	-	-	#3389	해설 각주 — 한컴 불릿 과잉
sub-fullwidth-manual-note	substitution	manual	manual	장문 편람	1	4	4	U+0031:1×2,U+0034:4×1,U+0036:6×1	U+FF11:\uff11×2,U+FF14:\uff14×1,U+FF16:\uff16×1	0	-	-	-	#3389	해설 각주 — 전각 숫자
match-manual-long	match	manual	manual	장문 편람	1	0	0	-	-	0	-	-	-	#3389	장문 해설 — 동일 텍스트
match-reorder-manual-long	match	manual	manual	장문 편람	1	0	0	-	-	0	-	-	-	#3389	장문 해설 — 어절 순서만 변경
excess-manual-long-00	excess	manual	manual	장문 편람	1	0	3	-	U+AE00:\uae00×1,U+B9AC:\ub9ac×1,U+BA38:\uba38×1	0	-	-	-	#3389	장문 해설 — 반복 머리글이 SVG 에만 붙음
excess-manual-long-01	excess	manual	manual	장문 편람	1	0	1	-	U+F02FB:\U000f02fb×1	1	-	-	-	#3389	장문 해설 — 한컴 불릿 과잉
match-bunjang-header	match	bunjang	bunjang	표 중심	1	0	0	-	-	0	-	-	-	#3389	거래 명세 헤더 — 동일 텍스트
match-reorder-bunjang-header	match	bunjang	bunjang	표 중심	1	0	0	-	-	0	-	-	-	#3389	거래 명세 헤더 — 어절 순서만 변경
excess-bunjang-header-00	excess	bunjang	bunjang	표 중심	1	0	3	-	U+AE00:\uae00×1,U+B9AC:\ub9ac×1,U+BA38:\uba38×1	0	-	-	-	#3389	거래 명세 헤더 — 반복 머리글이 SVG 에만 붙음
excess-bunjang-header-01	excess	bunjang	bunjang	표 중심	1	0	1	-	U+F02FB:\U000f02fb×1	1	-	-	-	#3389	거래 명세 헤더 — 한컴 불릿 과잉
match-bunjang-row	match	bunjang	bunjang	표 중심	1	0	0	-	-	0	-	-	-	#3389	거래 한 행 — 동일 텍스트
match-reorder-bunjang-row	match	bunjang	bunjang	표 중심	1	0	0	-	-	0	-	-	-	#3389	거래 한 행 — 어절 순서만 변경
excess-bunjang-row-00	excess	bunjang	bunjang	표 중심	1	0	3	-	U+AE00:\uae00×1,U+B9AC:\ub9ac×1,U+BA38:\uba38×1	0	-	-	-	#3389	거래 한 행 — 반복 머리글이 SVG 에만 붙음
excess-bunjang-row-01	excess	bunjang	bunjang	표 중심	1	0	1	-	U+F02FB:\U000f02fb×1	1	-	-	-	#3389	거래 한 행 — 한컴 불릿 과잉
sub-fullwidth-bunjang-row	substitution	bunjang	bunjang	표 중심	1	22	22	U+0030:0×5,U+0031:1×3,U+0032:2×5,U+0033:3×1,U+0034:4×1,U+0035:5×2,U+0036:6×2,U+0037:7×1,U+0038:8×2	U+FF10:\uff10×5,U+FF11:\uff11×3,U+FF12:\uff12×5,U+FF13:\uff13×1,U+FF14:\uff14×1,U+FF15:\uff15×2,U+FF16:\uff16×2,U+FF17:\uff17×1,U+FF18:\uff18×2	0	-	-	-	#3389	거래 한 행 — 전각 숫자
sub-dash-bunjang-row	substitution	bunjang	bunjang	표 중심	1	2	2	U+002D:-×2	U+2013:\u2013×2	0	-	-	-	#3389	거래 한 행 — 대시 치환
match-bunjang-footer	match	bunjang	bunjang	표 중심	1	0	0	-	-	0	-	-	-	#3389	표 하단 합계 — 동일 텍스트
match-reorder-bunjang-footer	match	bunjang	bunjang	표 중심	1	0	0	-	-	0	-	-	-	#3389	표 하단 합계 — 어절 순서만 변경
excess-bunjang-footer-00	excess	bunjang	bunjang	표 중심	1	0	3	-	U+AE00:\uae00×1,U+B9AC:\ub9ac×1,U+BA38:\uba38×1	0	-	-	-	#3389	표 하단 합계 — 반복 머리글이 SVG 에만 붙음
excess-bunjang-footer-01	excess	bunjang	bunjang	표 중심	1	0	1	-	U+F02FB:\U000f02fb×1	1	-	-	-	#3389	표 하단 합계 — 한컴 불릿 과잉
sub-fullwidth-bunjang-footer	substitution	bunjang	bunjang	표 중심	1	9	9	U+0030:0×4,U+0031:1×2,U+0032:2×1,U+0035:5×1,U+0038:8×1	U+FF10:\uff10×4,U+FF11:\uff11×2,U+FF12:\uff12×1,U+FF15:\uff15×1,U+FF18:\uff18×1	0	-	-	-	#3389	표 하단 합계 — 전각 숫자
match-korexam-stem	match	korexam	korexam	법학적성 언어이해	1	0	0	-	-	0	-	-	-	#3389	지문 도입 — 동일 텍스트
match-reorder-korexam-stem	match	korexam	korexam	법학적성 언어이해	1	0	0	-	-	0	-	-	-	#3389	지문 도입 — 어절 순서만 변경
excess-korexam-stem-00	excess	korexam	korexam	법학적성 언어이해	1	0	3	-	U+AE00:\uae00×1,U+B9AC:\ub9ac×1,U+BA38:\uba38×1	0	-	-	-	#3389	지문 도입 — 반복 머리글이 SVG 에만 붙음
excess-korexam-stem-01	excess	korexam	korexam	법학적성 언어이해	1	0	1	-	U+F02FB:\U000f02fb×1	1	-	-	-	#3389	지문 도입 — 한컴 불릿 과잉
match-korexam-choice	match	korexam	korexam	법학적성 언어이해	1	0	0	-	-	0	-	-	-	#3389	선지 ①~⑤ — 동일 텍스트
match-reorder-korexam-choice	match	korexam	korexam	법학적성 언어이해	1	0	0	-	-	0	-	-	-	#3389	선지 ①~⑤ — 어절 순서만 변경
loss-korexam-choice-07	loss	korexam	korexam	법학적성 언어이해	1	1	0	U+2460:\u2460×1	-	0	-	-	-	#3389	선지 ①~⑤ — 선지 원문자 소실
excess-korexam-choice-00	excess	korexam	korexam	법학적성 언어이해	1	0	3	-	U+AE00:\uae00×1,U+B9AC:\ub9ac×1,U+BA38:\uba38×1	0	-	-	-	#3389	선지 ①~⑤ — 반복 머리글이 SVG 에만 붙음
excess-korexam-choice-01	excess	korexam	korexam	법학적성 언어이해	1	0	1	-	U+F02FB:\U000f02fb×1	1	-	-	-	#3389	선지 ①~⑤ — 한컴 불릿 과잉
sub-circled-korexam-choice	substitution	korexam	korexam	법학적성 언어이해	1	5	15	U+2460:\u2460×1,U+2461:\u2461×1,U+2462:\u2462×1,U+2463:\u2463×1,U+2464:\u2464×1	U+0028:(×5,U+0029:)×5,U+0031:1×1,U+0032:2×1,U+0033:3×1,U+0034:4×1,U+0035:5×1	0	-	-	-	#3389	선지 ①~⑤ — 원문자→ASCII
match-korexam-header	match	korexam	korexam	법학적성 언어이해	1	0	0	-	-	0	-	-	-	#3389	시험 머리글 — 동일 텍스트
match-reorder-korexam-header	match	korexam	korexam	법학적성 언어이해	1	0	0	-	-	0	-	-	-	#3389	시험 머리글 — 어절 순서만 변경
excess-korexam-header-00	excess	korexam	korexam	법학적성 언어이해	1	0	3	-	U+AE00:\uae00×1,U+B9AC:\ub9ac×1,U+BA38:\uba38×1	0	-	-	-	#3389	시험 머리글 — 반복 머리글이 SVG 에만 붙음
excess-korexam-header-01	excess	korexam	korexam	법학적성 언어이해	1	0	1	-	U+F02FB:\U000f02fb×1	1	-	-	-	#3389	시험 머리글 — 한컴 불릿 과잉
sub-fullwidth-korexam-header	substitution	korexam	korexam	법학적성 언어이해	1	8	8	U+0030:0×1,U+0031:1×2,U+0032:2×3,U+0033:3×1,U+0035:5×1	U+FF10:\uff10×1,U+FF11:\uff11×2,U+FF12:\uff12×3,U+FF13:\uff13×1,U+FF15:\uff15×1	0	-	-	-	#3389	시험 머리글 — 전각 숫자
match-math-item	match	math	math	수학 시험	1	0	0	-	-	0	-	-	-	#3389	문항 본문 — 동일 텍스트
match-reorder-math-item	match	math	math	수학 시험	1	0	0	-	-	0	-	-	-	#3389	문항 본문 — 어절 순서만 변경
loss-math-item-06	loss	math	math	수학 시험	1	3	0	U+BD84:\ubd84×1,U+C801:\uc801×1,U+C815:\uc815×1	-	0	-	-	-	#3389	문항 본문 — 수식 지시 소실
excess-math-item-00	excess	math	math	수학 시험	1	0	3	-	U+AE00:\uae00×1,U+B9AC:\ub9ac×1,U+BA38:\uba38×1	0	-	-	-	#3389	문항 본문 — 반복 머리글이 SVG 에만 붙음
excess-math-item-01	excess	math	math	수학 시험	1	0	1	-	U+F02FB:\U000f02fb×1	1	-	-	-	#3389	문항 본문 — 한컴 불릿 과잉
sub-fullwidth-math-item	substitution	math	math	수학 시험	1	4	4	U+0031:1×2,U+0032:2×2	U+FF11:\uff11×2,U+FF12:\uff12×2	0	-	-	-	#3389	문항 본문 — 전각 숫자
match-math-choice	match	math	math	수학 시험	1	0	0	-	-	0	-	-	-	#3389	수식 선지 — 동일 텍스트
match-reorder-math-choice	match	math	math	수학 시험	1	0	0	-	-	0	-	-	-	#3389	수식 선지 — 어절 순서만 변경
loss-math-choice-07	loss	math	math	수학 시험	1	1	0	U+2460:\u2460×1	-	0	-	-	-	#3389	수식 선지 — 선지 원문자 소실
excess-math-choice-00	excess	math	math	수학 시험	1	0	3	-	U+AE00:\uae00×1,U+B9AC:\ub9ac×1,U+BA38:\uba38×1	0	-	-	-	#3389	수식 선지 — 반복 머리글이 SVG 에만 붙음
excess-math-choice-01	excess	math	math	수학 시험	1	0	1	-	U+F02FB:\U000f02fb×1	1	-	-	-	#3389	수식 선지 — 한컴 불릿 과잉
sub-fullwidth-math-choice	substitution	math	math	수학 시험	1	5	5	U+0032:2×1,U+0033:3×1,U+0034:4×1,U+0035:5×1,U+0036:6×1	U+FF12:\uff12×1,U+FF13:\uff13×1,U+FF14:\uff14×1,U+FF15:\uff15×1,U+FF16:\uff16×1	0	-	-	-	#3389	수식 선지 — 전각 숫자
sub-circled-math-choice	substitution	math	math	수학 시험	1	5	15	U+2460:\u2460×1,U+2461:\u2461×1,U+2462:\u2462×1,U+2463:\u2463×1,U+2464:\u2464×1	U+0028:(×5,U+0029:)×5,U+0031:1×1,U+0032:2×1,U+0033:3×1,U+0034:4×1,U+0035:5×1	0	-	-	-	#3389	수식 선지 — 원문자→ASCII
match-math-caption	match	math	math	수학 시험	1	0	0	-	-	0	-	-	-	#3389	그래프 캡션 — 동일 텍스트
match-reorder-math-caption	match	math	math	수학 시험	1	0	0	-	-	0	-	-	-	#3389	그래프 캡션 — 어절 순서만 변경
loss-math-caption-06	loss	math	math	수학 시험	1	3	0	U+BD84:\ubd84×1,U+C801:\uc801×1,U+C815:\uc815×1	-	0	-	-	-	#3389	그래프 캡션 — 수식 지시 소실
excess-math-caption-00	excess	math	math	수학 시험	1	0	3	-	U+AE00:\uae00×1,U+B9AC:\ub9ac×1,U+BA38:\uba38×1	0	-	-	-	#3389	그래프 캡션 — 반복 머리글이 SVG 에만 붙음
excess-math-caption-01	excess	math	math	수학 시험	1	0	1	-	U+F02FB:\U000f02fb×1	1	-	-	-	#3389	그래프 캡션 — 한컴 불릿 과잉
sub-fullwidth-math-caption	substitution	math	math	수학 시험	1	3	3	U+0031:1×1,U+0032:2×1,U+0034:4×1	U+FF11:\uff11×1,U+FF12:\uff12×1,U+FF14:\uff14×1	0	-	-	-	#3389	그래프 캡션 — 전각 숫자
match-eng-passage	match	eng	eng	영어 시험	1	0	0	-	-	0	-	-	-	#3389	영어 지문 — 동일 텍스트
match-ws-eng-passage	match	eng	eng	영어 시험	1	0	0	-	-	0	-	-	-	#3389	영어 지문 — 공백만 다름
match-nfd-eng-passage	match	eng	eng	영어 시험	1	0	0	-	-	0	-	-	-	#3389	영어 지문 — NFD 한글
match-reorder-eng-passage	match	eng	eng	영어 시험	1	0	0	-	-	0	-	-	-	#3389	영어 지문 — 어절 순서만 변경
excess-eng-passage-00	excess	eng	eng	영어 시험	1	0	3	-	U+AE00:\uae00×1,U+B9AC:\ub9ac×1,U+BA38:\uba38×1	0	-	-	-	#3389	영어 지문 — 반복 머리글이 SVG 에만 붙음
excess-eng-passage-01	excess	eng	eng	영어 시험	1	0	1	-	U+F02FB:\U000f02fb×1	1	-	-	-	#3389	영어 지문 — 한컴 불릿 과잉
sub-fullwidth-eng-passage	substitution	eng	eng	영어 시험	1	6	6	U+0030:0×1,U+0031:1×1,U+0032:2×3,U+0033:3×1	U+FF10:\uff10×1,U+FF11:\uff11×1,U+FF12:\uff12×3,U+FF13:\uff13×1	0	-	-	-	#3389	영어 지문 — 전각 숫자
match-eng-question	match	eng	eng	영어 시험	1	0	0	-	-	0	-	-	-	#3389	영어 문항 — 동일 텍스트
match-reorder-eng-question	match	eng	eng	영어 시험	1	0	0	-	-	0	-	-	-	#3389	영어 문항 — 어절 순서만 변경
loss-eng-question-05	loss	eng	eng	영어 시험	1	47	0	U+003F:?×1,U+0057:W×1,U+0061:a×2,U+0062:b×1,U+0063:c×1,U+0065:e×6,U+0066:f×3,U+0067:g×2,U+0068:h×5,U+0069:i×4,U+006C:l×3,U+006E:n×1,U+006F:o×4,U+0070:p×1,U+0072:r×1,U+0073:s×4,U+0074:t×6,U+0077:w×1	-	0	-	-	-	#3389	영어 문항 — 영어 문항 소실
excess-eng-question-00	excess	eng	eng	영어 시험	1	0	3	-	U+AE00:\uae00×1,U+B9AC:\ub9ac×1,U+BA38:\uba38×1	0	-	-	-	#3389	영어 문항 — 반복 머리글이 SVG 에만 붙음
excess-eng-question-01	excess	eng	eng	영어 시험	1	0	1	-	U+F02FB:\U000f02fb×1	1	-	-	-	#3389	영어 문항 — 한컴 불릿 과잉
match-eng-url	match	eng	eng	영어 시험	1	0	0	-	-	0	-	-	-	#3389	출처 URL — 동일 텍스트
excess-eng-url-00	excess	eng	eng	영어 시험	1	0	3	-	U+AE00:\uae00×1,U+B9AC:\ub9ac×1,U+BA38:\uba38×1	0	-	-	-	#3389	출처 URL — 반복 머리글이 SVG 에만 붙음
excess-eng-url-01	excess	eng	eng	영어 시험	1	0	1	-	U+F02FB:\U000f02fb×1	1	-	-	-	#3389	출처 URL — 한컴 불릿 과잉
sub-fullwidth-eng-url	substitution	eng	eng	영어 시험	1	6	6	U+0030:0×1,U+0031:1×1,U+0032:2×3,U+0037:7×1	U+FF10:\uff10×1,U+FF11:\uff11×1,U+FF12:\uff12×3,U+FF17:\uff17×1	0	-	-	-	#3389	출처 URL — 전각 숫자
sub-dash-eng-url	substitution	eng	eng	영어 시험	1	2	2	U+002D:-×2	U+2013:\u2013×2	0	-	-	-	#3389	출처 URL — 대시 치환
match-fn-early	match	footnote	plan	각주	1	0	0	-	-	0	-	-	-	#3389	각주 본문 이르게 — 동일 텍스트
match-reorder-fn-early	match	footnote	plan	각주	1	0	0	-	-	0	-	-	-	#3389	각주 본문 이르게 — 어절 순서만 변경
excess-fn-early-00	excess	footnote	plan	각주	1	0	3	-	U+AE00:\uae00×1,U+B9AC:\ub9ac×1,U+BA38:\uba38×1	0	-	-	-	#3389	각주 본문 이르게 — 반복 머리글이 SVG 에만 붙음
excess-fn-early-01	excess	footnote	plan	각주	1	0	1	-	U+F02FB:\U000f02fb×1	1	-	-	-	#3389	각주 본문 이르게 — 한컴 불릿 과잉
sub-fullwidth-fn-early	substitution	footnote	plan	각주	1	4	4	U+0030:0×1,U+0032:2×3	U+FF10:\uff10×1,U+FF12:\uff12×3	0	-	-	-	#3389	각주 본문 이르게 — 전각 숫자
match-fn-late	match	footnote	manual	각주	1	0	0	-	-	0	-	-	-	#3389	각주 본문 늦게 — 동일 텍스트
match-reorder-fn-late	match	footnote	manual	각주	1	0	0	-	-	0	-	-	-	#3389	각주 본문 늦게 — 어절 순서만 변경
loss-fn-late-00	loss	footnote	manual	각주	1	5	0	U+BD80:\ubd80×1,U+C548:\uc548×1,U+C804:\uc804×1,U+C815:\uc815×1,U+D589:\ud589×1	-	0	-	-	-	#3389	각주 본문 늦게 — 기관명 소실
excess-fn-late-00	excess	footnote	manual	각주	1	0	3	-	U+AE00:\uae00×1,U+B9AC:\ub9ac×1,U+BA38:\uba38×1	0	-	-	-	#3389	각주 본문 늦게 — 반복 머리글이 SVG 에만 붙음
excess-fn-late-01	excess	footnote	manual	각주	1	0	1	-	U+F02FB:\U000f02fb×1	1	-	-	-	#3389	각주 본문 늦게 — 한컴 불릿 과잉
sub-fullwidth-fn-late	substitution	footnote	manual	각주	1	2	2	U+0031:1×1,U+0032:2×1	U+FF11:\uff11×1,U+FF12:\uff12×1	0	-	-	-	#3389	각주 본문 늦게 — 전각 숫자
match-table-first-row	match	table	plan	표 조각	1	0	0	-	-	0	-	-	-	#3389	표 첫 줄 중복 — 동일 텍스트
match-reorder-table-first-row	match	table	plan	표 조각	1	0	0	-	-	0	-	-	-	#3389	표 첫 줄 중복 — 어절 순서만 변경
