id	kind	family	registered_key	genre	page	reference_only	svg_only	reference_only_chars	svg_only_chars	glyph_risk_count	owner_shift	sequence	visible_excess	related_issue	title
owner-late-00-fn-late	loss	owner_shift	manual	각주	31	25	0	U+002E:.×1,U+0031:1×1,U+0032:2×1,U+AC01:\uac01×1,U+B0B4:\ub0b4×1,U+B2E4:\ub2e4×1,U+B530:\ub530×1,U+B839:\ub839×1,U+B978:\ub978×1,U+BCC4:\ubcc4×1,U+BD80:\ubd80×1,U+C11C:\uc11c×1,U+C2DD:\uc2dd×1,U+C548:\uc548×1,U+C5D0:\uc5d0×1,U+C6A9:\uc6a9×1,U+C740:\uc740×1,U+C758:\uc758×1,U+C804:\uc804×1,U+C815:\uc815×1,U+C81C:\uc81c×1,U+C8FC:\uc8fc×1,U+D45C:\ud45c×1,U+D589:\ud589×1,U+D638:\ud638×1	-	0	rhwp_later_than_reference	rhwp_later_than_reference	-	#3389	각주가 한 쪽 늦게 SVG 에 나타남
owner-late-01-plan-footnote	loss	owner_shift	plan	업무계획	32	58	0	U+0029:)×1,U+002E:.×6,U+002F:/×4,U+0030:0×2,U+0031:1×2,U+0032:2×6,U+003A::×1,U+0061:a×1,U+0067:g×1,U+0068:h×1,U+0069:i×1,U+006B:k×1,U+006C:l×1,U+006D:m×1,U+006E:n×1,U+006F:o×2,U+0070:p×2,U+0072:r×1,U+0073:s×2,U+0074:t×2,U+0077:w×3,U+ACC4:\uacc4×1,U+ACE0:\uace0×1,U+AD6D:\uad6d×1,U+AE30:\uae30×1,U+B2E4:\ub2e4×1,U+B85C:\ub85c×1,U+BCF4:\ubcf4×1,U+BCF8:\ubcf8×1,U+C548:\uc548×1,U+C73C:\uc73c×1,U+C740:\uc740×1,U+C744:\uc744×1,U+C900:\uc900×1,U+D55C:\ud55c×1,U+D68C:\ud68c×1,U+D68D:\ud68d×1	-	0	rhwp_later_than_reference	rhwp_later_than_reference	-	#3389	각주+URL 이 pN PDF / pN+1 SVG
owner-late-02-eng-url	loss	owner_shift	eng	영어 시험	33	59	0	U+002D:-×2,U+002E:.×2,U+002F:/×6,U+0030:0×1,U+0031:1×1,U+0032:2×3,U+0037:7×1,U+003A::×2,U+0053:S×1,U+0061:a×3,U+0063:c×2,U+0065:e×6,U+0067:g×2,U+0068:h×1,U+0069:i×3,U+006B:k×1,U+006C:l×1,U+006D:m×3,U+006E:n×2,U+006F:o×3,U+0070:p×2,U+0072:r×2,U+0073:s×1,U+0074:t×5,U+0075:u×1,U+0078:x×2	-	0	rhwp_later_than_reference	rhwp_later_than_reference	-	#3389	영어 출처 URL 지연
owner-late-03-citation-url	loss	owner_shift	manual	법령 인용	34	50	0	U+002E:.×4,U+002F:/×4,U+0030:0×1,U+0031:1×1,U+0032:2×1,U+0034:4×1,U+0036:6×1,U+0038:8×1,U+003A::×1,U+003D:=×1,U+003F:?×1,U+0049:I×1,U+004C:L×1,U+0050:P×1,U+0053:S×2,U+0057:W×1,U+0061:a×1,U+0064:d×1,U+0065:e×1,U+0066:f×1,U+0067:g×1,U+0068:h×1,U+0069:i×1,U+006B:k×1,U+006C:l×3,U+006E:n×1,U+006F:o×3,U+0070:p×1,U+0071:q×1,U+0072:r×1,U+0073:s×3,U+0074:t×2,U+0077:w×4	-	0	rhwp_later_than_reference	rhwp_later_than_reference	-	#3389	법령 URL 지연
owner-late-04-citation-law	loss	owner_shift	manual	법령 인용	35	30	0	U+0031:1×2,U+0032:2×2,U+0038:8×1,U+AC19:\uac19×1,U+ACF5:\uacf5×2,U+AD00:\uad00×2,U+AE30:\uae30×1,U+B839:\ub839×1,U+B85D:\ub85d×1,U+B960:\ub960×1,U+B9AC:\ub9ac×1,U+BB3C:\ubb3c×1,U+BC0F:\ubc0f×1,U+BC95:\ubc95×2,U+C2DC:\uc2dc×1,U+C5D0:\uc5d0×1,U+C740:\uc740×1,U+C81C:\uc81c×3,U+C870:\uc870×2,U+D55C:\ud55c×1,U+D56D:\ud56d×1,U+D589:\ud589×1	-	0	rhwp_later_than_reference	rhwp_later_than_reference	-	#3389	법령명 지연
owner-late-05-manual-note	loss	owner_shift	manual	장문 편람	36	28	0	U+002E:.×1,U+0031:1×2,U+0034:4×1,U+0036:6×1,U+AC01:\uac01×1,U+ACFC:\uacfc×1,U+AD00:\uad00×1,U+ADDC:\uaddc×1,U+BC0F:\ubc0f×1,U+BCC4:\ubcc4×1,U+C5C5:\uc5c5×1,U+C5D0:\uc5d0×1,U+C728:\uc728×1,U+C815:\uc815×2,U+C81C:\uc81c×1,U+C870:\uc870×2,U+C8FC:\uc8fc×1,U+C9C4:\uc9c4×1,U+CC38:\ucc38×1,U+CD09:\ucd09×1,U+D45C:\ud45c×1,U+D55C:\ud55c×1,U+D589:\ud589×1,U+D611:\ud611×1,U+D6A8:\ud6a8×1	-	0	rhwp_later_than_reference	rhwp_later_than_reference	-	#3389	편람 각주 지연
owner-late-06-issue-3738-tail	loss	owner_shift	plan	direct pair	37	29	0	U+AC1C:\uac1c×1,U+ACF5:\uacf5×2,U+AE30:\uae30×2,U+B4DC:\ub4dc×1,U+B514:\ub514×1,U+B85D:\ub85d×2,U+B9C8:\ub9c8×1,U+B9C9:\ub9c9×1,U+BCF4:\ubcf4×2,U+BD80:\ubd80×2,U+C0C9:\uc0c9×1,U+C544:\uc544×1,U+C6A9:\uc6a9×1,U+C6CC:\uc6cc×1,U+C778:\uc778×2,U+C815:\uc815×2,U+C9C0:\uc9c0×2,U+CABD:\ucabd×1,U+CC3E:\ucc3e×1,U+D0A4:\ud0a4×1,U+D138:\ud138×1	-	0	rhwp_later_than_reference	rhwp_later_than_reference	-	#3738	끝쪽 색인 지연
owner-late-07-manual-article	loss	owner_shift	manual	장문 편람	38	34	0	U+0028:(×1,U+0029:)×1,U+002E:.×1,U+0031:1×1,U+0032:2×1,U+AC00:\uac00×1,U+ACB0:\uacb0×1,U+B294:\ub294×1,U+B2E4:\ub2e4×1,U+B2F9:\ub2f9×1,U+B300:\ub300×1,U+B85C:\ub85c×1,U+B9BD:\ub9bd×2,U+BB38:\ubb38×3,U+C11C:\uc11c×3,U+C131:\uc131×2,U+C368:\uc368×1,U+C5D0:\uc5d0×1,U+C73C:\uc73c×1,U+C74C:\uc74c×1,U+C758:\uc758×1,U+C788:\uc788×1,U+C7AC:\uc7ac×1,U+C81C:\uc81c×1,U+C870:\uc870×1,U+D55C:\ud55c×2,U+D574:\ud574×1	-	0	rhwp_later_than_reference	rhwp_later_than_reference	-	#3389	조문 본문 지연
owner-late-08-korexam-stem	loss	owner_shift	korexam	법학적성 언어이해	39	38	0	U+002E:.×2,U+AC8C:\uac8c×1,U+ACE0:\uace0×1,U+AD00:\uad00×1,U+AE00:\uae00×1,U+B150:\ub150×1,U+B2E4:\ub2e4×3,U+B2F5:\ub2f5×1,U+B300:\ub300×1,U+B418:\ub418×1,U+B530:\ub530×1,U+B77C:\ub77c×1,U+B974:\ub974×1,U+BB3C:\ubb3c×1,U+C0AC:\uc0ac×1,U+C11D:\uc11d×1,U+C2DC:\uc2dc×2,U+C5B4:\uc5b4×1,U+C5D0:\uc5d0×2,U+C624:\uc624×1,U+C640:\uc640×1,U+C654:\uc654×1,U+C740:\uc740×1,U+C744:\uc744×1,U+C74C:\uc74c×2,U+C758:\uc758×2,U+C77D:\uc77d×1,U+C815:\uc815×1,U+D558:\ud558×1,U+D574:\ud574×1,U+D68C:\ud68c×1	-	0	rhwp_later_than_reference	rhwp_later_than_reference	-	#3389	지문 도입 지연
owner-late-09-plan-goal	loss	owner_shift	plan	업무계획	40	38	0	U+002E:.×1,U+AC10:\uac10×1,U+ACE0:\uace0×1,U+AD6D:\uad6d×1,U+AE30:\uae30×1,U+B294:\ub294×1,U+B2E4:\ub2e4×1,U+B300:\ub300×1,U+B370:\ub370×1,U+B514:\ub514×1,U+B97C:\ub97c×1,U+BAA9:\ubaa9×1,U+BBFC:\ubbfc×1,U+BC18:\ubc18×1,U+BE44:\ube44×1,U+C11C:\uc11c×1,U+C2A4:\uc2a4×1,U+C2DC:\uc2dc×1,U+C744:\uc744×1,U+C774:\uc774×2,U+C815:\uc815×3,U+C9C0:\uc9c0×1,U+C9C4:\uc9c4×1,U+CC29:\ucc29×1,U+CC45:\ucc45×1,U+CCB4:\uccb4×1,U+CD94:\ucd94×1,U+D0A8:\ud0a8×1,U+D130:\ud130×1,U+D138:\ud138×1,U+D45C:\ud45c×1,U+D558:\ud558×2,U+D589:\ud589×1,U+D655:\ud655×1	-	0	rhwp_later_than_reference	rhwp_later_than_reference	-	#3389	추진목표 문단 지연
